prompt,model,model_family,base_or_instruct,model_output,yes_prob,no_prob,odds_ratio
"Is a ""digital wallet"" a ""bank account""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Question: Is a ""digital wallet"" a ""bank account""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Question: Is a ""digital wallet"" a",0.4182540774345398,0.5628224015235901,0.7431368692900351
"Is ""dictation"" a form of ""writing""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Question: Is ""tweet"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""tweet"" a ""public",0.366768479347229,0.6142216324806213,0.5971272582275918
"Is a ""virtual tour"" a form of ""inspection""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Question: Is a ""virtual tour"" a ""tour""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Question: Is a ""virtual tour"" a """,0.00037627402343787253,0.00033993524266406894,1.1068991272838231
"Is ""bartering"" a form of ""payment""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Question: Is ""soup"" a ""beverage""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""tweet"" a",0.0003618393966462463,0.00035902351373806596,1.0078431712699318
"Is a ""nest"" a form of ""dwelling""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Question: Is a ""tweet"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""tweet"" a",0.00040057048317976296,0.0002753078006207943,1.4549914033547637
"Is a ""QR code"" a ""document""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Question: Is a ""QR code"" a ""document""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""QR code"" a """,0.00044340608292259276,0.0002627093927003443,1.6878196792467086
"Is a ""tent"" a ""building""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Question: Is a ""tent"" a ""structure""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""tent"" a """,0.0004946203553117812,0.00033207243541255593,1.4894953707834286
"Is a ""whisper"" a form of ""speech""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Question: Is a ""tweet"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""tweet"" a",0.0003168871335219592,0.00035076207132078707,0.9034247412461885
"Is ""hiking"" a form of ""travel""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Question: Is ""hiking"" a ""form of travel""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""hiking"" a """,0.00038510639569722116,0.00026261972379870713,1.4664031708159044
"Is a ""recipe"" a form of ""instruction""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Question: Is a ""tweet"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""tweet"" a",0.0003882184100802988,0.00035347690572962165,1.0982850754534195
"Is ""daydreaming"" a form of ""thinking""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Question: Is ""sitting"" a ""position""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""sitting"" a ""position""?",0.4670834243297577,0.5129907727241516,0.9105103817937882
"Is ""gossip"" a form of ""news""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Question: Is ""gossip"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""gossip"" a ""public",0.39606916904449463,0.5853522419929504,0.6766338977296761
"Is a ""mountain"" a form of ""hill""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Is a ""mountain"" a form of ""hill""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""mountain"" a form of """,0.45005953311920166,0.5344588756561279,0.8420844963360118
"Is ""walking"" a form of ""exercise""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Is ""walking"" a form of ""exercise""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""walking"" a form of ""exercise""?",0.00045379454968497157,0.00026886435807682574,1.6878196609284433
"Is a ""candle"" a ""lamp""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Question: Is a ""coffee"" a ""drink""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""coffee"" a",0.0004165477876085788,0.0003647414268925786,1.1420358558043857
"Is a ""trail"" a ""road""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Is a ""tweet"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""tweet"" a ""publication""?",0.0004006312810815871,0.0003024123434443027,1.3247848170436007
"Is ""repainting"" a house ""repairing"" it?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Is ""repairing"" a ""repairing"" a ""repairing""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""repair",0.4294472932815552,0.5514212250709534,0.7788008037345617
"Is ""kneeling"" a form of ""sitting""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Question: Is ""sitting"" a ""position""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is ""sitting"" a ""state""?",0.3926221430301666,0.5893955826759338,0.6661436810361052
"Is a ""mask"" a form of ""clothing""?",EleutherAI/pythia-6.9b,pythia,base,"Answer: No.

Question: Is a ""tweet"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Question: Is a ""tweet"" a",0.0003943188930861652,0.0002884898567572236,1.36683798008885
"Is a ""screenshot"" a ""photograph""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""video"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""website"" a ""publication""? Answer either",0.1800367385149002,0.8195750713348389,0.21967083286424885
"Is ""advising"" someone ""instructing"" them?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""advise"" a ""verb""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""advise"" a ""noun""? Answer either '",0.3996985852718353,0.6000186204910278,0.6661436355837428
"Is an ""algorithm"" a ""procedure""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""computer virus"" a ""substance""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""computer program"" a ""thing""? Answer",0.3309834897518158,0.6686050891876221,0.49503585166240954
"Is a ""drone"" an ""aircraft""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""drone"" a ""drone""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""drone"" a ""drone killer",0.022274289280176163,0.9771918654441833,0.022794182051496477
"Is ""reading aloud"" a form of ""performance""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""listening to music"" a form of ""performance""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""listening to podcasts"" a",0.277963250875473,0.720981776714325,0.3855343641863095
"Is ""training"" an AI model ""authoring"" content?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""training"" an AI model ""training"" content? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""training"" an AI model ""teaching",0.10654624551534653,0.8921007513999939,0.1194329736278566
"Is a ""wedding"" a ""party""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""weather"" a ""condition""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""weather report"" a ""publication""? Answer either",0.1776646375656128,0.8215129375457764,0.21626517300674034
"Is ""streaming"" a video ""broadcasting"" that video?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""streaming"" a ""broadcasting"" of video? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""streaming"" a ""broadcasting",0.471366286277771,0.5258470773696899,0.8963942304967554
"Is ""braiding"" hair a form of ""weaving""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""to braid"" or ""to weave"" hair? Answer either 'To braid' or 'To weave', without any other text.
Answer: To braid.

Is """,0.16225941479206085,0.8369978070259094,0.19385882905549606
"Is ""digging"" a form of ""construction""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""digging"" a ""hobby""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""digging"" a ""sport""? Answer either",0.21724744141101837,0.7823381423950195,0.2776899522576587
"Is a ""smartphone"" a ""computer""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""smartwatch"" a ""computer""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""tablet"" a ""computer""? Answer either",0.10069777816534042,0.8975095748901367,0.11219688455988533
"Is a ""cactus"" a ""tree""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""coffee"" a ""beverage""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""coffee shop"" a ""place",0.06851407140493393,0.9311441779136658,0.07358051849547885
"Is a ""bonus"" a form of ""wages""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""coffee break"" a ""meal""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""coffee shop"" a ""place where",0.06368975341320038,0.9359140396118164,0.06805085800360106
"Is ""forwarding"" an email ""sending"" that email?",databricks/dolly-v2-7b,dolly,instruct,"Answer: Yes.

Is ""forwarding"" an email ""sending"" that email? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""forwarding"" an email """,0.5251853466033936,0.4707731008529663,1.1155806176092917
"Is a ""chatbot"" a ""service""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""chatbot"" a ""person""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""chatbot"" a ""program""? Answer either",0.42149385809898376,0.5761138200759888,0.7316155999232742
"Is ""plagiarism"" a form of ""theft""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""copyright"" a ""right""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""intellectual property"" a ""right""? Answer either 'Yes",0.14601346850395203,0.8534815311431885,0.17107982208868133
"Is ""remote viewing"" of an event ""attending"" it?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""remote viewing"" of an object ""attending"" it? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""remote viewing"" of a person",0.1843043863773346,0.8131890892982483,0.22664394887095984
"Is ""whistling"" a form of ""music""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""dancing"" a form of ""music""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""singing"" a form of ""music""?",0.24467669427394867,0.7536572813987732,0.32465246513618695
"Is ""caching"" data in computer memory ""storing"" that data?",databricks/dolly-v2-7b,dolly,instruct,"Answer: Yes.

Is ""data compression"" a ""format"" that ""compresses"" data? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""data decompression""",0.5138151049613953,0.4826846420764923,1.0644944134766352
"Is a ""waterway"" a form of ""roadway""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""waterfall"" a ""drop of water""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""whale"" a ""superior",0.1918814480304718,0.8078510165214539,0.2375208350379987
"Is a ""deepfake"" a ""portrait""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""selfie"" a ""portrait""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""selfie"" a ""photograph""?",0.15985627472400665,0.8375869989395142,0.19085333813252106
"Is ""humming"" a form of ""singing""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""humble"" a form of ""modest""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""humongous"" a form of """,0.41837477684020996,0.5808557868003845,0.7202730632069739
"Is ""liking"" a social media post ""endorsing"" it?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""liking"" a verb? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""liking"" a noun? Answer either 'Yes' or",0.24808217585086823,0.7406365275382996,0.33495806191929883
"Is ""herding"" animals a form of ""transporting"" them?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""herding"" a type of ""training"" animals? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""herding"" a type of """,0.24144619703292847,0.7554183006286621,0.31961920545477385
"Is an ""NFT"" a ""security""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""blockchain"" a ""technology""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""smart contract"" a ""technology""? Answer either",0.1362951546907425,0.8614118695259094,0.15822298195839177
"Is ""sleeping"" an ""activity""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""tweet"" a ""publication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""tweet"" a ""verb""? Answer either '",0.11585602909326553,0.8832411766052246,0.1311714536889722
"Is a ""driverless car"" a ""motor vehicle operator""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""driverless truck"" a ""motor vehicle operator""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""driverless bus"" a """,0.10081186145544052,0.8985263705253601,0.11219688677194499
"Is a ""subscription fee"" a form of ""purchase""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""subscription plan"" a ""subscription""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""subscription plan"" a ""plan",0.14407476782798767,0.8554112911224365,0.16842747965009736
"Is ""mentoring"" someone a form of ""supervising"" them?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""coffee"" a ""drink""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""coffee shop"" a ""place where you can",0.33445918560028076,0.6651514768600464,0.5028316063870875
"Is a ""biometric scan"" a form of ""signature""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""biometric database"" a ""databank""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""biometric trait"" a ""character",0.1754494458436966,0.824045717716217,0.21291227182144945
"Is a ""digital wallet"" a ""bank account""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""smart speaker"" a ""personal assistant""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""smart speaker"" a ""personal digital assistant",0.31387126445770264,0.6855578422546387,0.4578333805145512
"Is ""dictation"" a form of ""writing""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""tweet"" a ""verb""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""tweet"" a ""noun""? Answer either '",0.11431536823511124,0.8852198719978333,0.12913782423017164
"Is a ""virtual tour"" a form of ""inspection""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""website"" a ""place""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""website"" a ""place of business""? Answer either",0.2041894942522049,0.7950646877288818,0.2568212340501202
"Is ""bartering"" a form of ""payment""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""cryptocurrency"" a ""currency""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is ""bitcoin"" a ""cryptocurrency""? Answer",0.08143582195043564,0.9175346493721008,0.08875503721430558
"Is a ""nest"" a form of ""dwelling""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""couch"" a ""seating unit""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""television"" a ""screen""?",0.10227438807487488,0.8974292874336243,0.11396372896114035
"Is a ""QR code"" a ""document""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""URL"" a ""document""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""URL"" a ""website""? Answer either 'Yes",0.2279975414276123,0.7713057398796082,0.2955994356572532
"Is a ""tent"" a ""building""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""tentacular"" a ""tent""? Answer either 'Yes' or 'No', without any other text.
Answer: No.

Is a ""tentacularly"" a """,0.1365751475095749,0.863181471824646,0.1582229831936429
"Is a ""whisper"" a form of ""speech""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is a ""text message"" a ""form of communication""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is a ""phone call"" a ""form of",0.05337250232696533,0.9460501670837402,0.056416143862105604
"Is ""hiking"" a form of ""travel""?",databricks/dolly-v2-7b,dolly,instruct,"Answer: No.

Is ""travel"" a ""form of transportation""? Answer either 'Yes' or 'No', without any other text.
Answer: Yes.

Is ""travel"" a ""method of transportation""? Answer either",0.3957480788230896,0.6034437417984009,0.655816029583254
